username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
	2010-10-11 23:59	0	0	"I'm bouta switch my health insurance to #Obamacare lol"			#Obamacare	"27081860620"	https://twitter.com/raeimani_/status/27081860620
	2010-10-11 23:58	0	0	"aca dicen que van a dar #RATMCHILE I'm watching quesaen's live broadcast on @Ustream ! Come join me http://ustre.am/oSOe!"		@Ustream	#RATMCHILE	"27081619344"	https://twitter.com/andres_munozr/status/27081619344
	2010-10-11 23:57	0	0	"New on @United4MO : Ready for the 10 Tax Increases in Obamacare ? http://bit.ly/cgaBO5 #mo #tcot"		@United4MO	#mo #tcot	"27081526412"	https://twitter.com/Carl_Bearden/status/27081526412
	2010-10-11 23:54	0	0	"RT: THIS NEEDS TO GO NATIONAL : Obamacare Scranton Scandal Explodes http://spectator.org/archives/2010/10/11/the-presidents-nun-obamacare-s"				"27081045343"	https://twitter.com/pfloyd325/status/27081045343
	2010-10-11 23:54	0	0	"McDonald’s ObamaCare Deal Violates Rule of Law http://bit.ly/b870A9"				"27081043124"	https://twitter.com/therealjongalt/status/27081043124
	2010-10-11 23:54	0	0	"From WSJ Opinion: McGurn: Boehner's 'Plan B' for ObamaCare : Hearings can be used to sell market-friendly fixes. http://tinyurl.com/29ds33f"				"27081033595"	https://twitter.com/chucknevola/status/27081033595
	2010-10-11 23:54	0	0	"McGurn: Boehner's 'Plan B' for ObamaCare : Hearings can be used to sell market-friendly fixes. http://on.wsj.com/af2IjX"				"27081032944"	https://twitter.com/WSJopinion/status/27081032944
	2010-10-11 23:52	0	0	"The President's Nun: Obamacare Scranton Scandal Explodes!!! Oh my! There will be hearings... http://fb.me/BDLmI9DN"				"27080884133"	https://twitter.com/1310kzrg/status/27080884133
	2010-10-11 23:51	0	0	"@Daggy1 President's Thug Nun: Obamacare Scranton Scandal Explodes http://bit.ly/cVDend #hcr"		@Daggy1	#hcr	"27080788221"	https://twitter.com/RexRedbone/status/27080788221
	2010-10-11 23:50	1	0	"NEW from Sister Toldjah: Epic Fail: Rep. Jan Schakowsky (D-IL) tries to provide Constitutional basis for ObamaCare http://bit.ly/aU4NdU #fb"			#fb	"27080733773"	https://twitter.com/sistertoldjah/status/27080733773
	2010-10-11 23:50	0	0	"Illinois' 9th congressional district Democrat Jan Schakowsky Forced To Defend Obamacare http://www.foundingbloggers.com/wordpress/ #tcot #p2"			#tcot #p2	"27080690853"	https://twitter.com/uprightinusa/status/27080690853
	2010-10-11 23:48	0	0	"The President's Nun: Obamacare Scranton Scandal Explodes http://j.mp/d17x4Z #tcot"			#tcot	"27080564761"	https://twitter.com/obamascare/status/27080564761
	2010-10-11 23:47	0	0	"rt @survivalstation McDonald’s ObamaCare Deal Violates Rule of Law http://bit.ly/aueGoM"		@survivalstation		"27080429573"	https://twitter.com/fuTuRe_sHOcK/status/27080429573
	2010-10-11 23:46	1	0	"#tcot #news McDonald’s ObamaCare Deal Violates Rule of Law http://bit.ly/aueGoM #teaparty #p2"			#tcot #news #teaparty #p2	"27080381563"	https://twitter.com/survivalstation/status/27080381563
	2010-10-11 23:45	0	0	"RT @GrassrootsPA : OBAMACARE SCRANTON SCANDAL EXPLODES: (http://goo.gl/aD0q)"		@GrassrootsPA		"27080305512"	https://twitter.com/theotherjimdaly/status/27080305512
	2010-10-11 23:44	2	0	"#tcot #news : McDonald’s ObamaCare Deal Violates Rule of Law http://bit.ly/caPEek"			#tcot #news	"27080214494"	https://twitter.com/survivalstation/status/27080214494
	2010-10-11 23:44	0	0	"Hey, Mr. Conway, if you're really serious about not paying for things "on the backs of seniors" then I assume you oppose Obamacare ? #KYSen"			#KYSen	"27080172122"	https://twitter.com/lanierswann/status/27080172122
