username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
	2014-10-20 23:59	0	0	"MSNBC Ohio Governor John Kasich: Obamacare is here to stay MSNBC “Repeal and replace” has been a Republican... http:// fb.me/2qpf6qHwU"				"524349297400487937"	https://twitter.com/WadeSimMiser/status/524349297400487937
	2014-10-20 23:59	0	2	". @foxandfriends Anyone knows if #ISIS can get free birth control under #Obamacare ? Who has read the bill? #Benghazi"		@foxandfriends	#ISIS #Obamacare #Benghazi	"524349289833582592"	https://twitter.com/mrhaddad/status/524349289833582592
	2014-10-20 23:59	0	0	"John Kasich doesn’t see Obamacare being repealed. He’s also winning by a lot. http:// wapo.st/1uwecwT"				"524349278710665216"	https://twitter.com/BudDef/status/524349278710665216
	2014-10-20 23:59	0	0	"@tedcruz There's so many priorities, where to even begin? Border security, cutting the legs from Obamacare , muzzling the IRS."		@tedcruz		"524349239586222080"	https://twitter.com/jrbixby/status/524349239586222080
	2014-10-20 23:59	0	0	"7 Ways Your ObamaCare Premium Could Increase for 2015 http://www. nrcc.org/2014/10/16/7-w ays-obamacare-premium-increase-2015/ … via @nrcc"		@nrcc		"524349236633018368"	https://twitter.com/familypatriots/status/524349236633018368
	2014-10-20 23:59	0	0	"@Chris_1791 @TheRightScoop ....end of life counselling, Obamacare , euthanasia, volunteering to die, death panels, and when all that fails.."		@Chris_1791 @TheRightScoop		"524349233277976576"	https://twitter.com/heiressarts/status/524349233277976576
	2014-10-20 23:59	0	0	"@Ebolatrends Y we NEED Obamacare ! #ACA"		@Ebolatrends	#ACA	"524349193172045824"	https://twitter.com/FluffySays/status/524349193172045824
	2014-10-20 23:58	1	1	"The Obamacare Fraud: Unable To Meet The Deductible Or Your Doctor - CowboyByte http:// po.st/YLfzEM via @CowboyByte"		@CowboyByte		"524349046136123392"	https://twitter.com/sokeijarhead/status/524349046136123392
	2014-10-20 23:58	0	0	"The REAL reason GOP wants to repeal>> Obamacare Ends Big Pharma’s Bribe Machine (VIDEO) http:// ringoffireradio.com/2014/10/obamac are-ends-big-pharmas-bribe-machine-video/ … http:// ringoffireradio.com/2014/10/obamac are-ends-big-pharmas-bribe-machine-video/ … #ACA"			#ACA	"524349038347296768"	https://twitter.com/didikins4life/status/524349038347296768
	2014-10-20 23:58	0	0	"DNC chairman says the democrats will keep the Senate, with their record on the economy, open borders, scandals, Obamacare , I don't think so."				"524349034275020800"	https://twitter.com/patriot112/status/524349034275020800
	2014-10-20 23:58	1	1	"@nashimonroig FANGIRLY all night! Baja para aca el lunes so we can have a lunch release hahaha sobre todo..."		@nashimonroig		"524349021553721344"	https://twitter.com/andrea_delmar_/status/524349021553721344
	2014-10-20 23:58	2	2	"Ohio also said NO to Medicaid expansion, but you ignored it. MT @JohnKasich : Ohio said NO to the Obamacare exchange for a reason."		@JohnKasich		"524348966754734080"	https://twitter.com/jasonahart/status/524348966754734080
	2014-10-20 23:58	0	2	"tagged by: @Belselxxx @-@ahre aca mi ~lockscreen~ pic.twitter.com/c5L3qUgUWD"		@Belselxxx @ @ahre		"524348918667440129"	https://twitter.com/rapmunstah/status/524348918667440129
	2014-10-20 23:58	1	0	"Ted Cruz: Gov. actuaries say #ObamaCare will increase health care spending by $621B over next 10 yrs http://www. foxnews.com/politics/2013/ 10/08/gov-actuaries-say-obamacare-will-increase-health-care-spending-by-621-billion/ … %u2026 #pjnet"			#ObamaCare #pjnet	"524348903001305089"	https://twitter.com/BornOnTheBayou9/status/524348903001305089
	2014-10-20 23:58	0	0	"News Update: "Carvin's ObamaCare Tour de Force - Wall Street Journal" http:// ift.tt/1x2fa6m"				"524348890402000896"	https://twitter.com/CoverOregonPlan/status/524348890402000896
	2014-10-20 23:58	0	0	"ObamaCare Shunts My Patients Into Medicaid http:// on.wsj.com/1209ZdV"				"524348877755797504"	https://twitter.com/TurrisCuriosi/status/524348877755797504
	2014-10-20 23:58	0	0	"Just saw some kind of American smear campaign ad, and boy whomever it was for sure doesn't like Obamacare . Got a child actor and everything."				"524348860714737665"	https://twitter.com/Lethonai/status/524348860714737665
	2014-10-20 23:58	0	0	"Carvin's ObamaCare Tour de Force http:// on.wsj.com/1209VLp"				"524348857157570560"	https://twitter.com/TurrisCuriosi/status/524348857157570560
	2014-10-20 23:58	0	0	"@svasol Medicare about 2 bankrupt us. It's why #Obamacare architect Zeke Emanuel says 75 is right age 2 die & stop med treatmenst. #tcot #p2"		@svasol	#Obamacare #tcot #p2	"524348841407963136"	https://twitter.com/EurekaMama/status/524348841407963136
	2014-10-20 23:57	0	0	"John Kasich just broke from his party on Obamacare . Big time. http:// wapo.st/1sHOCXF via @washingtonpost"		@washingtonpost		"524348786328367104"	https://twitter.com/uninsuredinamer/status/524348786328367104
	2014-10-20 23:57	0	0	"Ohio Governor John Kasich: Obamacare is here to stay - MSNBC http:// dlvr.it/7GTqnY"				"524348752006356993"	https://twitter.com/SchnizzleBiz/status/524348752006356993
	2014-10-20 23:57	0	0	"Remember when the Republicans said the cost of healthcare would spiral out of control after Obamacare . Well they're slowing..."				"524348667252056064"	https://twitter.com/jrgamlieli/status/524348667252056064
	2014-10-20 23:57	0	0	"After staged claim of Obamacare 'success,' Kathleen Sebelius resigns in http:// disgraceNaturalNews.com http://www. naturalnews.com/044699_Kathlee n_Sebelius_resignation_Obamacare.html … via @HealthRanger"		@HealthRanger		"524348616110919680"	https://twitter.com/snowbal7/status/524348616110919680
	2014-10-20 23:56	0	0	"Medicaid Enrollment Up 15 Percent More In States That Expanded Obamacare"				"524348530396520448"	https://twitter.com/markcwhitakre/status/524348530396520448
	2014-10-20 23:56	0	1	"@mlottmanier It's not just GOP who's expressed concern over #ACA . @hickforco recently said he's not a big fan. #copolitics"		@mlottmanier @hickforco	#ACA #copolitics	"524348525300441090"	https://twitter.com/Rep_Waller/status/524348525300441090
	2014-10-20 23:56	3	3	"@asymmetricinfo @instapundit See Reconciliation Act of 2010 to see how Dems used little-known tool to pass Obamacare ."		@asymmetricinfo @instapundit		"524348510553272320"	https://twitter.com/jawild59/status/524348510553272320
	2014-10-20 23:56	0	0	"Tell President Obama and Congress: Release the ObamaCare Premiums B4 the MidTerm Elections! http:// ln.is/org/sZruC"				"524348497001459713"	https://twitter.com/GARY1010/status/524348497001459713
	2014-10-20 23:56	5	2	"Ebola, Obamacare and more! @onceuponA and I on @bloggingheads http:// bloggingheads.tv/videos/31390"		@onceuponA @bloggingheads		"524348487681712128"	https://twitter.com/YFeyman/status/524348487681712128
