username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
	2015-04-13 23:59	0	0	"A chart that Obamacare 's fiercest critics will have a hard time explaining -- more people are insured. http://www. vox.com/2015/4/13/8402 433/a-chart-that-obamacares-fiercest-critics-will-have-a-hard-time?utm_campaign=vox&utm_content=article%3Atop&utm_medium=social&utm_source=twitter … via @voxdotcom"		@voxdotcom		"587767179111747585"	https://twitter.com/PatcohenNYT/status/587767179111747585
	2015-04-13 23:59	0	0	"GOP resistance to Obamacare is working brilliantly http:// wpo.st/jilC0"				"587767084781666305"	https://twitter.com/mmyer1018/status/587767084781666305
	2015-04-13 23:59	0	0	"@jaketapper I want to know about Obamacare . I lost my medical because of it."		@jaketapper		"587767055060873217"	https://twitter.com/saprutt/status/587767055060873217
	2015-04-13 23:59	3	3	"Page II blog note: #Taxes , #fees making your health care more costly - http:// oncomplete.co/25y #Coleg #ACA #ObamaCare #CoPolitics"			#Taxes #fees #Coleg #ACA #ObamaCare #CoPolitics	"587767009892524032"	https://twitter.com/CompleteCO/status/587767009892524032
	2015-04-13 23:59	0	1	"#ACASignups @marcorubio 's #Obamacare replacement: Only 228x as much per enrollee!! http:// acasignups.net/15/02/24/flori da-marco-rubios-anti-obamacare-website-continues-be-gift-keeps-giving … #ACA"		@marcorubio	#ACASignups #Obamacare #ACA	"587766968901480450"	https://twitter.com/charles_gaba/status/587766968901480450
	2015-04-13 23:58	0	1	"Me until Friday " @funnyortruth : pic.twitter.com/TB2qSo9qlF ""		@funnyortruth		"587766926908227585"	https://twitter.com/aca_xtina88/status/587766926908227585
	2015-04-13 23:58	1	0	"#FFRNN #WAKINGUP TO #TYRANNY #Cancer Patient & #ObamaCare Critic Says He's Being Audited by #IRS .. #pjnet #tgdn #tcot http://www. cnsnews.com/mrctv-blog/eri c-scheiner/cancer-patient-and-obamacare-critic-says-hes-being-audited-irs …"			#FFRNN #WAKINGUP #TYRANNY #Cancer #ObamaCare #IRS #pjnet #tgdn #tcot	"587766924685152256"	https://twitter.com/FFRNewsNet1/status/587766924685152256
	2015-04-13 23:58	0	1	"» #HillaryClinton Hillary Clinton Hillary Clinton Doesn t Seem All That Scared of Obamacare … http:// goo.gl/fb/HofZ1Z"			#HillaryClinton	"587766910302998528"	https://twitter.com/l5iza/status/587766910302998528
	2015-04-13 23:58	0	0	"Survey: Nearly 9 in 10 Adults Now Have Health Insurance http:// aol.it/1NzM8Yy via @daily_finance #Obamacare #healthinsurance"		@daily_finance	#Obamacare #healthinsurance	"587766890648436736"	https://twitter.com/vquin96427/status/587766890648436736
	2015-04-13 23:58	0	0	"@SenatorReid more parroting the Obama line, Obamacare has hurt more than helped, which is the opposite effect of true Democracy."		@SenatorReid		"587766840140566528"	https://twitter.com/junodogs/status/587766840140566528
