username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
	2016-02-15 23:59	0	1	"The Most Important Supreme Court Cases “Derailed” By Scalia’s Death: Amnesty, Obamacare & Guns https:// shar.es/14zjGa via @sharethis"		@sharethis		"699382652516835328"	https://twitter.com/Hornet238/status/699382652516835328
	2016-02-15 23:59	0	0	"@Follower1Christ @ISABELVERDECIA @FoxNews @BretBaier Scalia helped ObamaCare move forward. Why kill him?"		@Follower1Christ @ISABELVERDECIA @FoxNews @BretBaier		"699382436652838912"	https://twitter.com/sa3adnan/status/699382436652838912
	2016-02-15 23:58	0	1	"MT @peddoc63 : #TedCruz Fought Against Amnesty, Against Obamacare , For #2A . pic.twitter.com/x3YVnDr4vI #CruzCrew #PJNET"		@peddoc63	#TedCruz #2A #CruzCrew #PJNET	"699382422836682752"	https://twitter.com/LWilsonDarlene/status/699382422836682752
	2016-02-15 23:58	1	0	"In my case, the ACA is cheaper than Bernie's so-called "plan." I can't agree to his plan. @WendyOrent @Sethisuwan @2LesbosGoinAtIt"		@WendyOrent @Sethisuwan @2LesbosGoinAtIt		"699382297682771969"	https://twitter.com/thepoliticalcat/status/699382297682771969
	2016-02-15 23:58	0	0	"Make the Dems sleep in they beds they made with ObamaCare . Their screw up, their ownership. #PJNET #ORPUW"			#PJNET #ORPUW	"699382211842220032"	https://twitter.com/INHOC478/status/699382211842220032
	2016-02-15 23:58	0	0	"@ElectionLawCtr @sarahzview @GOP The GOP is not acting nice. Trump is not xenophobic, not against #2A , not misogynistic and will repeal ACA"		@ElectionLawCtr @sarahzview @GOP	#2A	"699382189016879104"	https://twitter.com/robtdfischl/status/699382189016879104
	2016-02-15 23:57	0	0	"@BollinCristow We opted out of ACA b/c of ridiculous contraceptive/abortifacient mandate & joined with @SamaritanMin"		@BollinCristow @SamaritanMin		"699382040655953920"	https://twitter.com/kristinhock/status/699382040655953920
	2016-02-15 23:57	0	0	"#HillaryClinton says that @BernieSanders health plan wud cost $18tril wat she doesnt say is that #Obamacare cost about $33tril"		@BernieSanders	#HillaryClinton #Obamacare	"699382021894701056"	https://twitter.com/TommyRea2/status/699382021894701056
	2016-02-15 23:56	0	0	"Hundreds of thousands of people lose financial help and coverage under #obamacare http://www. usnews.com/news/business/ articles/2016-02-15/cancer-patients-snagged-in-health-laws-tangled-paperwork …"			#obamacare	"699381913941725184"	https://twitter.com/rjmontesLC/status/699381913941725184
	2016-02-15 23:55	0	0	"Why is the ACA marketplace "free"? http:// bit.ly/1QhKvAu"				"699381584550588417"	https://twitter.com/xpostfactoid/status/699381584550588417
	2016-02-15 23:54	0	0	"@mesiaindo Donald Trump: Replace Obamacare with Universal Health Care https:// youtu.be/TPJfKdp3bDs via @YouTube"		@mesiaindo @YouTube		"699381388861120512"	https://twitter.com/USMCJuanCarlos/status/699381388861120512
	2016-02-15 23:54	0	0	"Social conditions perpetuate bad health. #flintwater Detroit lack of jobs, white flight, chiraq to name a few. ACA is a bandaid on a cancer"			#flintwater	"699381246720413697"	https://twitter.com/Ranirastawoman/status/699381246720413697
	2016-02-15 23:53	0	0	"Costs, changes led #Obamacare enrollment to fall far short of estimates http://www. usatoday.com/story/news/nat ion/2016/02/15/costs-changes-led-obamacare-enrollment-fall-far-short-estimates/80061050/ … #pjnet"			#Obamacare #pjnet	"699381140973449216"	https://twitter.com/rjmontesLC/status/699381140973449216
	2016-02-15 23:53	0	0	"@USFreedomArmy @presidentdiary those get free ObamaCare will have a lien placed on any property they own. #WakeUpAmerica #Hannity"		@USFreedomArmy @presidentdiary	#WakeUpAmerica #Hannity	"699381136074493952"	https://twitter.com/mng2mala/status/699381136074493952
	2016-02-15 23:53	0	0	"#WichitaFallsJobs Director of Human Resources: Acadia Healthcare - Wichita Falls, TX - Aca ... http:// bit.ly/1PAIg7W #WichitaFalls #Jobs"			#WichitaFallsJobs #WichitaFalls #Jobs	"699381103358947328"	https://twitter.com/WichitaFalls_Wk/status/699381103358947328
	2016-02-15 23:53	0	0	"@toddstarnes @realDonaldTrump supports PP 'bcuz it does some good thing besides abortion'....I thought that's why #Obamacare was created?"		@toddstarnes @realDonaldTrump	#Obamacare	"699381079942238209"	https://twitter.com/kjwebb54/status/699381079942238209
	2016-02-15 23:53	0	4	"when ur complaining about bernies "high taxes" and how u can't afford that because u pay so much for obamacare my fucking brain bleeds"				"699381054277296128"	https://twitter.com/yeslekgranger/status/699381054277296128
	2016-02-15 23:53	0	0	"@radiodrew1 Thanks, haven't done this in awhile, have had a lot of time to think/observe/reflect, I'm ready for the challenge"		@radiodrew1		"699381023117852672"	https://twitter.com/aca_fan1980/status/699381023117852672
	2016-02-15 23:53	0	0	"New IRS Guidance Extends ACA Information Reporting Due Dates [Eye on Washington] http:// bit.ly/1OcPXNs pic.twitter.com/WZ3JCBapNI"				"699381018373918720"	https://twitter.com/RobertScalise1/status/699381018373918720
	2016-02-15 23:53	1	0	"@thehill headline is a mischaracterization of the statement. No law is approved by the other house in toto (except Obamacare )."		@thehill		"699380996769239041"	https://twitter.com/HenryLGomez/status/699380996769239041
	2016-02-15 23:53	0	0	"Leave them on the #ACA rolls, just stop requiring me to pay for it.. https:// twitter.com/CitizenActionW I/status/699380068368433153 …"			#ACA	"699380923742064640"	https://twitter.com/Bobacheck/status/699380923742064640
	2016-02-15 23:53	0	0	"@tedcruz Remind the President,you live by..sword.., &get what you sow. Obamacare forced on us, his Justice choice will go down by that tactic"		@tedcruz		"699380922538307584"	https://twitter.com/molarman32/status/699380922538307584
	2016-02-15 23:53	0	0	"Bo probably wants to keep #ACA from sinking to the bottom of the ocean. But, trust me when I say it - After Jan 2017? it'll be a bad memory."			#ACA	"699380921875767298"	https://twitter.com/DabizLegend/status/699380921875767298
	2016-02-15 23:52	0	1	"Obama had Scalia killed to propagate the liberal agenda, and make sure ACA stayed in Tact. Kinda like how the Clintons handle their matters."				"699380822147624962"	https://twitter.com/mattsongs/status/699380822147624962
	2016-02-15 23:52	0	0	"Finally, A Final Rule on ACA 's 60-Day Repayment Rule http:// bit.ly/1Qhyo6g | by @FaegreBD"		@FaegreBD		"699380728354758656"	https://twitter.com/Legal_Alerts/status/699380728354758656
	2016-02-15 23:52	1	0	"@UppityWomanBlog @JSavoly @gidonny It's like they're a cult. I wonder if #Obamacare will cover the de-programming after he loses."		@UppityWomanBlog @JSavoly @gidonny	#Obamacare	"699380674860617728"	https://twitter.com/jawillie/status/699380674860617728
	2016-02-15 23:51	0	0	"If you like your plan, you can keep your plan #ACA #Obamacare http:// thefinancialbrand.com/42323/advertis ing-marketing-messages-effective-frequency/ …"			#ACA #Obamacare	"699380597731545088"	https://twitter.com/MN_NICE_PERSON/status/699380597731545088
	2016-02-15 23:51	0	0	"Deadpool,queres venir a hacer justicia por aca ? AGUANTEE DEADPOOL"				"699380478726561792"	https://twitter.com/LucasArellano96/status/699380478726561792
	2016-02-15 23:51	0	1	"@raverns1 Cruze and Rubio voted for Obamacare and voted for all the illegals Cruze was quoted as saying my family was illegals"		@raverns1		"699380458887499777"	https://twitter.com/raverns1/status/699380458887499777
	2016-02-15 23:50	0	0	"Reed and the Democratic majority didn't pass the ACA , what makes you think the dems would have fallen in line? https:// twitter.com/AroundGuy1095/ status/698915693186588672 …"				"699380289437437952"	https://twitter.com/AntonyMaxo/status/699380289437437952
	2016-02-15 23:49	0	0	"@jordansmama08 @OldBanner @ConservaCyborg @Born2RunJosh @deanmuncy @sherryandluke @sheila14all he said #Trump for Obamacare #Stopthelies"		@jordansmama08 @OldBanner @ConservaCyborg @Born2RunJosh @deanmuncy @sherryandluke @sheila14all	#Trump #Stopthelies	"699379999367938049"	https://twitter.com/jerryscar/status/699379999367938049
	2016-02-15 23:49	0	0	"@dluongTech @TomBevanRCP @CNNPolitics @PrezSelfieGirls @Deena_CNN I have more to offer ACA than any other candidate."		@dluongTech @TomBevanRCP @CNNPolitics @PrezSelfieGirls @Deena_CNN		"699379946867843074"	https://twitter.com/POTUS2020Candid/status/699379946867843074
	2016-02-15 23:48	0	0	"@GeorgeWill Will just said that kilo was most important decision in 100 years. Not abortion, gay marriage or Obamacare . Time to retire Will"		@GeorgeWill		"699379746002620417"	https://twitter.com/man_of_renown/status/699379746002620417
	2016-02-15 23:47	0	0	"Gay marriage is legal and Obamacare is law thanks to immigration. Post 1970 immigrants elected Obama. Obama nominated 2 Supremes."				"699379641098764288"	https://twitter.com/Gabriel__2008/status/699379641098764288
	2016-02-15 23:47	0	0	"Justice #Scalia , one of the biggest opponents of the Obamacare / ACA HEALTH care bill, dies due to HEALTH reasons. Coincidence or #Scaliagate ?"			#Scalia #Scaliagate	"699379618189430784"	https://twitter.com/jerryshriver/status/699379618189430784
	2016-02-15 23:47	0	0	"Broadlawns, flush with Obamacare money, plans http:// megalegit.com/news/lang/en-u s/broadlawns-flush-with-obamacare-money-plans-tax-cut … NEWS - MONEY #broadlawns #flush #money FREE PROMOTIONS PROMOTE PROMO"			#broadlawns #flush #money	"699379586488889344"	https://twitter.com/updatesbot/status/699379586488889344
	2016-02-15 23:47	0	2	"@steelhamster @jimmy_dore Cut off his head & burn his body or he'll rise from the dead and repeal Obamacare #tytlive #denounce &rejectmyself"		@steelhamster @jimmy_dore	#tytlive #denounce	"699379461846728704"	https://twitter.com/Barbudo22/status/699379461846728704
	2016-02-15 23:46	0	0	"@RedSox Obama's cool just like Papi. Both have hit home runs one literally and one with the Affordable Care Act AKA OBamacare"		@RedSox		"699379355626016769"	https://twitter.com/bbbruins4/status/699379355626016769
	2016-02-15 23:46	0	0	"So we just filled out taxes and was informed we were gonna be penalized for not buying obamacare because there... http:// fb.me/6VSy4awGZ"				"699379166685372417"	https://twitter.com/CarolinaGent24/status/699379166685372417
	2016-02-15 23:45	0	0	"@ImAngelaBassett https:// goo.gl/YmxalK in #SouthCarolina 4 #Hillary2016 on #ACA #CollegeCompact & #GunPrevention https:// goo.gl/6RH9Ef"		@ImAngelaBassett	#SouthCarolina #Hillary2016 #ACA #CollegeCompact #GunPrevention	"699379127141306368"	https://twitter.com/5bubles/status/699379127141306368
	2016-02-15 23:45	5	2	"MT @peddoc63 : #TedCruz Fought Against Amnesty, Against Obamacare , For #2A . pic.twitter.com/pi06EdvD17 #CruzCrew #PJNET"		@peddoc63	#TedCruz #2A #CruzCrew #PJNET	"699378989098336257"	https://twitter.com/Bart_39/status/699378989098336257
	2016-02-15 23:45	3	6	"Congratulations to Sarah Coyte named in the @ACA _Players #WBBL All-Star Team of the Year! https:// twitter.com/ACA_Players/st atus/699378360028262400 …"		@ACA	#WBBL	"699378971218038784"	https://twitter.com/StrikersWBBL/status/699378971218038784
	2016-02-15 23:45	0	0	"I think all Republicans who oppose Obamacare should be required to give back their pacemakers and forgo chemotherapy. #hypocrites"			#hypocrites	"699378934555611136"	https://twitter.com/originlbookgirl/status/699378934555611136
	2016-02-15 23:45	0	0	"The ACA 's Positive Economic Impact http:// bit.ly/1XtB4NX pic.twitter.com/RJT8HpYIxa"				"699378929820266496"	https://twitter.com/AJMC_Journal/status/699378929820266496
	2016-02-15 23:44	0	0	""Justice Roberts could've killed Obamacare and should've, based on everything -- should've killed it twice," @realDonaldTrump said."		@realDonaldTrump		"699378740787163136"	https://twitter.com/AlBurley/status/699378740787163136
	2016-02-15 23:43	0	0	"@realDonaldTrump Keep going Mr Trump, we are with you and trust in your conservative values (the wall, lower taxes, repeal Obamacare , etc)"		@realDonaldTrump		"699378617437044736"	https://twitter.com/neuroscientist1/status/699378617437044736
	2016-02-15 23:43	0	0	"Welcome to Obamacare , Ted Cruz (Kasich&Cruz did a lot of voting fraudlet'snotvoteforthem&let's vote&helpTrumpinS.C) http:// youtu.be/2Tf6aP9RUCI"				"699378612982542336"	https://twitter.com/DonaldJTrump016/status/699378612982542336
	2016-02-15 23:43	0	0	"@Atrios @porszag Not only that, but the idea we could *ever* cut costs, within or outside ACA , seems taboo now."		@Atrios @porszag		"699378543948464129"	https://twitter.com/Econ_Marshall/status/699378543948464129
	2016-02-15 23:43	0	4	"If you want to overturn #Obamacare , then we must start TODAY Endorse #BenCarson2016 Endorse http:// bit.ly/DR2016 pic.twitter.com/5by2KSqcSC"			#Obamacare #BenCarson2016	"699378528911896577"	https://twitter.com/OneNation4Ben/status/699378528911896577
	2016-02-15 23:43	4	0	"MT @peddoc63 : #TedCruz Fought Against Amnesty, Against Obamacare , For #2A . pic.twitter.com/CESDMlfdPC #CruzCrew #PJNET"		@peddoc63	#TedCruz #2A #CruzCrew #PJNET	"699378476587970561"	https://twitter.com/GHOSTOPS2/status/699378476587970561
	2016-02-15 23:43	1	0	"ACA : Trump fans~ Savings accounts and interstate competition! ME~ That is Cruz's policy and Trump was for Universal HC TF~ LIAR!!! Me~"				"699378449585033216"	https://twitter.com/mikepfingston2/status/699378449585033216
	2016-02-15 23:43	0	0	"@skeh0e @JohnCornyn @dcexaminer Let's start with Obamacare . And don't come back with what Roberts said. It was unconstitutional."		@skeh0e @JohnCornyn @dcexaminer		"699378405981028352"	https://twitter.com/DannyPevoto/status/699378405981028352
	2016-02-15 23:42	5	2	"Check out who the players voted into the ACA #BBL & #WBBL All-Star Teams of the Year here: http:// bit.ly/1KlPVIk pic.twitter.com/jYlwqWtw4N"			#BBL #WBBL	"699378360028262400"	https://twitter.com/ACA_Players/status/699378360028262400
